Plot,Sowing_Date,Harvest_Date,Yield,Latitude,Longitude,polygon_wkt
AEA143,03/06/2024,27/12/2024,7.09,12.97321,103.2684,"POLYGON ((103.2680053423418 12.973177476464933, 103.26798807610717 12.973473533832069, 103.2679866910878 12.973504519387959, 103.26858190939541 12.973588838317445, 103.26888246085159 12.973628720957157, 103.26891630824167 12.973135325440484, 103.26895522159701 12.97275561116718, 103.2689285229792 12.972723290776853, 103.26802688808752 12.972601346608384, 103.2680053423418 12.973177476464933))"
AEA143,05/10/2024,20/09/2024,5.1,12.97321,103.2684,"POLYGON ((103.2680053423418 12.973177476464933, 103.26798807610717 12.973473533832069, 103.2679866910878 12.973504519387959, 103.26858190939541 12.973588838317445, 103.26888246085159 12.973628720957157, 103.26891630824167 12.973135325440484, 103.26895522159701 12.97275561116718, 103.2689285229792 12.972723290776853, 103.26802688808752 12.972601346608384, 103.2680053423418 12.973177476464933))"
AEA144,14/06/2024,25/01/2025,7.07,12.9212325,103.2847818,"POLYGON ((103.28445705246538 12.921259027743965, 103.28415245248148 12.921591850376199, 103.28448477436102 12.921879474627291, 103.28483860738599 12.921480817919427, 103.28492713501983 12.921370189964634, 103.28528067354674 12.921011380012189, 103.28542071725154 12.920854453889733, 103.28542792188426 12.920846116468358, 103.28509203736222 12.920601681869824, 103.2850360590662 12.920658712674172, 103.28445705246538 12.921259027743965))"
AEA144,20/10/2024,28/09/2024,5.54,12.9212325,103.2847818,"POLYGON ((103.28445705246538 12.921259027743965, 103.28415245248148 12.921591850376199, 103.28448477436102 12.921879474627291, 103.28483860738599 12.921480817919427, 103.28492713501983 12.921370189964634, 103.28528067354674 12.921011380012189, 103.28542071725154 12.920854453889733, 103.28542792188426 12.920846116468358, 103.28509203736222 12.920601681869824, 103.2850360590662 12.920658712674172, 103.28445705246538 12.921259027743965))"
AEA145,18/06/2024,14/12/2024,6.58,12.9220863,103.2876301,"POLYGON ((103.2882532703363 12.921845488395252, 103.28744814066152 12.921478479303815, 103.28722279812135 12.921898521346742, 103.2870034976107 12.922307487758696, 103.28699311336044 12.922325753863472, 103.2873436993117 12.922476719256247, 103.28734514163375 12.922477340331474, 103.28783205816814 12.922689001705187, 103.28820070876081 12.921955755509808, 103.2882532703363 12.921845488395252))"
AEA145,26/10/2024,11/10/2024,5.5,12.9220863,103.2876301,"POLYGON ((103.2882532703363 12.921845488395252, 103.28744814066152 12.921478479303815, 103.28722279812135 12.921898521346742, 103.2870034976107 12.922307487758696, 103.28699311336044 12.922325753863472, 103.2873436993117 12.922476719256247, 103.28734514163375 12.922477340331474, 103.28783205816814 12.922689001705187, 103.28820070876081 12.921955755509808, 103.2882532703363 12.921845488395252))"
AEA146,07/06/2024,17/01/2025,8.01,12.98799,103.28117,"POLYGON ((103.28144175478319 12.986604005415227, 103.28129030371827 12.986838718600312, 103.28104878519825 12.987233550486843, 103.28084888843482 12.987616420432383, 103.28077436509135 12.987785825620717, 103.28056465666265 12.988195721959757, 103.2808872472508 12.98838152978566, 103.28136555101608 12.988620981964216, 103.28148750047909 12.988364036365821, 103.28168101636467 12.987970417383156, 103.28186734253933 12.987600857826857, 103.28202451488171 12.98727654844673, 103.2823128484077 12.986712509232863, 103.28160637539146 12.986288833529898, 103.28144175478319 12.986604005415227))"
AEA146,17/10/2024,20/09/2024,5.67,12.98799,103.28117,"POLYGON ((103.28144175478319 12.986604005415227, 103.28129030371827 12.986838718600312, 103.28104878519825 12.987233550486843, 103.28084888843482 12.987616420432383, 103.28077436509135 12.987785825620717, 103.28056465666265 12.988195721959757, 103.2808872472508 12.98838152978566, 103.28136555101608 12.988620981964216, 103.28148750047909 12.988364036365821, 103.28168101636467 12.987970417383156, 103.28186734253933 12.987600857826857, 103.28202451488171 12.98727654844673, 103.2823128484077 12.986712509232863, 103.28160637539146 12.986288833529898, 103.28144175478319 12.986604005415227))"
AEA147,23/09/2024,07/10/2024,6.38,12.94645,103.27369,"POLYGON ((103.27380274010838 12.945760440078399, 103.27349075825423 12.946432447063447, 103.27369116143532 12.946517211434017, 103.27386428537558 12.946590437363758, 103.27418588186458 12.945897615011988, 103.27380274010838 12.945760440078399))"
AEA147,25/05/2024,28/01/2025,6,12.94645,103.27369,"POLYGON ((103.27380274010838 12.945760440078399, 103.27349075825423 12.946432447063447, 103.27369116143532 12.946517211434017, 103.27386428537558 12.946590437363758, 103.27418588186458 12.945897615011988, 103.27380274010838 12.945760440078399))"
AEA148,26/10/2024,28/09/2024,3.84,12.97767,103.25521,"POLYGON ((103.25482096600231 12.977529489722881, 103.25483035455099 12.977609909021304, 103.25484477180564 12.977764743456927, 103.2548618362897 12.977975314936403, 103.25494488633123 12.977955783137508, 103.25511385255801 12.977925348289396, 103.25528851775289 12.977916953882954, 103.25540250066702 12.977937807605713, 103.2555212872724 12.977969216354547, 103.25558368020668 12.977974417977729, 103.25559116187317 12.97788071911318, 103.25559197576861 12.977764016573161, 103.25561125572683 12.977657004118926, 103.25565022305688 12.977459148858776, 103.2551523915552 12.977425388819265, 103.25485866662156 12.977413660529738, 103.25479917162576 12.97741523753264, 103.25482096600231 12.977529489722881))"
AEA148,28/05/2024,17/01/2025,7.95,12.97767,103.25521,"POLYGON ((103.25482096600231 12.977529489722881, 103.25483035455099 12.977609909021304, 103.25484477180564 12.977764743456927, 103.2548618362897 12.977975314936403, 103.25494488633123 12.977955783137508, 103.25511385255801 12.977925348289396, 103.25528851775289 12.977916953882954, 103.25540250066702 12.977937807605713, 103.2555212872724 12.977969216354547, 103.25558368020668 12.977974417977729, 103.25559116187317 12.97788071911318, 103.25559197576861 12.977764016573161, 103.25561125572683 12.977657004118926, 103.25565022305688 12.977459148858776, 103.2551523915552 12.977425388819265, 103.25485866662156 12.977413660529738, 103.25479917162576 12.97741523753264, 103.25482096600231 12.977529489722881))"
AEA149,04/06/2024,17/09/2024,5.54,12.96375,103.2601,"POLYGON ((103.26011248277716 12.96438370074301, 103.26012674608633 12.964215373643283, 103.26037263740798 12.964228435706882, 103.26035650977799 12.964022653333659, 103.26038002753866 12.963622161138645, 103.26038393790091 12.963283924278247, 103.25985210034347 12.963146836504619, 103.25980137522173 12.963147454080039, 103.25977273144508 12.963166834860656, 103.25980548045227 12.963871650146256, 103.25982368422734 12.964340040159206, 103.26011248277716 12.96438370074301))"
AEA149,04/06/2024,25/01/2025,7.83,12.96375,103.2601,"POLYGON ((103.26011248277716 12.96438370074301, 103.26012674608633 12.964215373643283, 103.26037263740798 12.964228435706882, 103.26035650977799 12.964022653333659, 103.26038002753866 12.963622161138645, 103.26038393790091 12.963283924278247, 103.25985210034347 12.963146836504619, 103.25980137522173 12.963147454080039, 103.25977273144508 12.963166834860656, 103.25980548045227 12.963871650146256, 103.25982368422734 12.964340040159206, 103.26011248277716 12.96438370074301))"
AEA15,10/05/2022,,4.43,12.92892,103.26356,"POLYGON ((103.26390933547547 12.928727205199078, 103.26372041990892 12.928685770023817, 103.26347089606857 12.928651113152151, 103.2632862037671 12.929399396652565, 103.26353120655442 12.92951008273621, 103.2636439170165 12.929288894529135, 103.26390933547547 12.928727205199078))"
AEA15,15/10/2022,05/01/2023,4.08,12.92892,103.26356,"POLYGON ((103.26390933547547 12.928727205199078, 103.26372041990892 12.928685770023817, 103.26347089606857 12.928651113152151, 103.2632862037671 12.929399396652565, 103.26353120655442 12.92951008273621, 103.2636439170165 12.929288894529135, 103.26390933547547 12.928727205199078))"
AEA150,15/06/2024,29/01/2025,4.87,12.9610425,103.2609834,"POLYGON ((103.26120691824094 12.960676666718639, 103.2610430361483 12.960679016186024, 103.26089642336761 12.960722807154067, 103.26081205779262 12.960736019100844, 103.26073389501725 12.960698762574095, 103.2606791300607 12.961111706412925, 103.26066299390752 12.961244187042556, 103.26091978908156 12.961261973619484, 103.26117743596815 12.96132568371227, 103.26119240706669 12.961248818294427, 103.2612232471985 12.961161971216297, 103.26121873570744 12.961109326624433, 103.26124493232973 12.96084834247848, 103.2612760911198 12.960715579430099, 103.26127916392564 12.960686951891317, 103.26120691824094 12.960676666718639))"
AEA150,22/10/2024,29/09/2024,5.26,12.9610425,103.2609834,"POLYGON ((103.26120691824094 12.960676666718639, 103.2610430361483 12.960679016186024, 103.26089642336761 12.960722807154067, 103.26081205779262 12.960736019100844, 103.26073389501725 12.960698762574095, 103.2606791300607 12.961111706412925, 103.26066299390752 12.961244187042556, 103.26091978908156 12.961261973619484, 103.26117743596815 12.96132568371227, 103.26119240706669 12.961248818294427, 103.2612232471985 12.961161971216297, 103.26121873570744 12.961109326624433, 103.26124493232973 12.96084834247848, 103.2612760911198 12.960715579430099, 103.26127916392564 12.960686951891317, 103.26120691824094 12.960676666718639))"
AEA151,03/10/2025,27/12/2024,5.5,12.97234,103.26311,"POLYGON ((103.26288958586981 12.971905876163769, 103.2628859372249 12.972262864879147, 103.26286804547993 12.972310959404483, 103.26286775067524 12.972374781172277, 103.26286580646361 12.972795667779671, 103.2628657176455 12.972814894773492, 103.26308443682872 12.97283931411571, 103.26310495716565 12.972581161894182, 103.2631398272781 12.971941985344037, 103.26288958586981 12.971905876163769))"
AEA151,29/08/2024,19/09/2024,5.5,12.97234,103.26311,"POLYGON ((103.26288958586981 12.971905876163769, 103.2628859372249 12.972262864879147, 103.26286804547993 12.972310959404483, 103.26286775067524 12.972374781172277, 103.26286580646361 12.972795667779671, 103.2628657176455 12.972814894773492, 103.26308443682872 12.97283931411571, 103.26310495716565 12.972581161894182, 103.2631398272781 12.971941985344037, 103.26288958586981 12.971905876163769))"
AEA152,16/10/2024,05/10/2024,7.28,12.97181,103.26594,"POLYGON ((103.26570746297084 12.97165519872492, 103.26566702362199 12.97191666258429, 103.26560847810615 12.972257214515691, 103.26600924189906 12.972305803930013, 103.26606944562577 12.9719511047998, 103.26646245898621 12.971991988790096, 103.26650891316396 12.971594340905233, 103.26576670998745 12.971494880122487, 103.26570746297084 12.97165519872492))"
AEA152,26/06/2024,30/01/2025,4.72,12.97181,103.26594,"POLYGON ((103.26570746297084 12.97165519872492, 103.26566702362199 12.97191666258429, 103.26560847810615 12.972257214515691, 103.26600924189906 12.972305803930013, 103.26606944562577 12.9719511047998, 103.26646245898621 12.971991988790096, 103.26650891316396 12.971594340905233, 103.26576670998745 12.971494880122487, 103.26570746297084 12.97165519872492))"
AEA153,10/10/2024,28/09/2024,5.83,12.9786,103.27488,"POLYGON ((103.2747152770912 12.97829868279425, 103.27467711289941 12.978316222956677, 103.27464669881557 12.978398100175337, 103.27459882212544 12.978466086035892, 103.27451754954505 12.978623964999763, 103.27444477927732 12.978737129985134, 103.27439273440102 12.978815419754545, 103.27437364194266 12.978868099122437, 103.27433637801894 12.979009624630695, 103.27428129413558 12.979273863344789, 103.27425090264123 12.97943724562594, 103.27425813472185 12.979491821609278, 103.27429489099036 12.979508710921614, 103.2744387154836 12.979527650008302, 103.2746667040093 12.979567045382401, 103.27494370372487 12.979628576902003, 103.27508326577521 12.979335625417711, 103.27518979127824 12.979129219378144, 103.27524320506254 12.978973357490911, 103.27529482726541 12.978786582664293, 103.27535583322847 12.978597000150721, 103.27536937765765 12.978500087494062, 103.27537804575265 12.978378270066086, 103.2747152770912 12.97829868279425))"
AEA153,16/06/2024,08/01/2025,8.76,12.9786,103.27488,"POLYGON ((103.2747152770912 12.97829868279425, 103.27467711289941 12.978316222956677, 103.27464669881557 12.978398100175337, 103.27459882212544 12.978466086035892, 103.27451754954505 12.978623964999763, 103.27444477927732 12.978737129985134, 103.27439273440102 12.978815419754545, 103.27437364194266 12.978868099122437, 103.27433637801894 12.979009624630695, 103.27428129413558 12.979273863344789, 103.27425090264123 12.97943724562594, 103.27425813472185 12.979491821609278, 103.27429489099036 12.979508710921614, 103.2744387154836 12.979527650008302, 103.2746667040093 12.979567045382401, 103.27494370372487 12.979628576902003, 103.27508326577521 12.979335625417711, 103.27518979127824 12.979129219378144, 103.27524320506254 12.978973357490911, 103.27529482726541 12.978786582664293, 103.27535583322847 12.978597000150721, 103.27536937765765 12.978500087494062, 103.27537804575265 12.978378270066086, 103.2747152770912 12.97829868279425))"
AEA154,18/06/2024,30/01/2025,7.48,12.95895,103.2601,"POLYGON ((103.26013638810679 12.958566376351094, 103.25950071052971 12.958445340717923, 103.2593379202493 12.95913302339972, 103.25972553385168 12.959217883774649, 103.2606902278029 12.959434866184592, 103.26071702638082 12.95944019462521, 103.26069219729673 12.959221455962334, 103.26070703921805 12.95910675990468, 103.26072797342468 12.958788917049372, 103.26065094976045 12.958756259982152, 103.26063824266575 12.958732068124984, 103.26065436451175 12.958699937485271, 103.26013638810679 12.958566376351094))"
AEA154,20/10/2024,05/10/2024,8.27,12.95895,103.2601,"POLYGON ((103.26013638810679 12.958566376351094, 103.25950071052971 12.958445340717923, 103.2593379202493 12.95913302339972, 103.25972553385168 12.959217883774649, 103.2606902278029 12.959434866184592, 103.26071702638082 12.95944019462521, 103.26069219729673 12.959221455962334, 103.26070703921805 12.95910675990468, 103.26072797342468 12.958788917049372, 103.26065094976045 12.958756259982152, 103.26063824266575 12.958732068124984, 103.26065436451175 12.958699937485271, 103.26013638810679 12.958566376351094))"
AEA155,17/06/2024,07/10/2024,5.04,12.94208,103.26397,"POLYGON ((103.26426172942253 12.94237934699313, 103.26423937446737 12.94227570080508, 103.26425948717366 12.942075325196726, 103.26428892010377 12.941881134050426, 103.26433481751076 12.94174776250107, 103.26421779518068 12.941745452907673, 103.2629984781325 12.941826108262942, 103.26244884345536 12.941874486785702, 103.26240188188261 12.941895602316094, 103.26237823146015 12.941930648635687, 103.2623595080976 12.942155522868145, 103.26232334231176 12.942195077588297, 103.26234079710736 12.942603865567403, 103.26236559454595 12.942628520517522, 103.26307831130076 12.942516794786574, 103.2636326605694 12.942463854669757, 103.26426172942253 12.94237934699313))"
AEA156,03/09/2024,29/09/2024,4.14,12.95702,103.26665,"POLYGON ((103.26645061876697 12.957446538066636, 103.26670797526816 12.957467383464785, 103.26681722622168 12.957466197238634, 103.26688187637954 12.957426449006464, 103.26687313517768 12.957336467669155, 103.2668395587564 12.95728343829538, 103.26682962863653 12.957196127609308, 103.26679748644978 12.956766578415438, 103.26679404635553 12.956736668585902, 103.26648237832437 12.956748338301212, 103.26645061876697 12.957446538066636))"
AEA156,29/05/2024,27/12/2024,7.36,12.95702,103.26665,"POLYGON ((103.26645061876697 12.957446538066636, 103.26670797526816 12.957467383464785, 103.26681722622168 12.957466197238634, 103.26688187637954 12.957426449006464, 103.26687313517768 12.957336467669155, 103.2668395587564 12.95728343829538, 103.26682962863653 12.957196127609308, 103.26679748644978 12.956766578415438, 103.26679404635553 12.956736668585902, 103.26648237832437 12.956748338301212, 103.26645061876697 12.957446538066636))"
AEA157,21/10/2024,05/10/2024,5.35,12.95488,103.2633,"POLYGON ((103.26400145625482 12.955261788139167, 103.26432620033769 12.955269691885226, 103.26435449792167 12.954563888603682, 103.26427454556892 12.954561365107066, 103.26247849875101 12.954504670912522, 103.26246172622798 12.954672925509243, 103.26238154627079 12.955208102153948, 103.26400145625482 12.955261788139167))"
AEA157,29/05/2024,10/01/2025,5.3,12.95488,103.2633,"POLYGON ((103.26400145625482 12.955261788139167, 103.26432620033769 12.955269691885226, 103.26435449792167 12.954563888603682, 103.26427454556892 12.954561365107066, 103.26247849875101 12.954504670912522, 103.26246172622798 12.954672925509243, 103.26238154627079 12.955208102153948, 103.26400145625482 12.955261788139167))"
AEA158,29/05/2024,03/02/2025,5,12.96057,103.26194,"POLYGON ((103.26248021615919 12.960269761615178, 103.26230267674995 12.960272403432077, 103.26152479514175 12.96025554141872, 103.26152423650638 12.96026236499129, 103.26147184890294 12.960803498980084, 103.26147160137319 12.960804442699722, 103.26157610451705 12.960821058162132, 103.26165004500557 12.960848337347862, 103.26170422788029 12.960862417094662, 103.2619114474315 12.960855764694406, 103.26202031213967 12.960854195434912, 103.26212314954208 12.960877840857187, 103.26245671846488 12.960880066936424, 103.26248294370517 12.960269839392975, 103.26248021615919 12.960269761615178))"
AEA158,31/10/2024,05/10/2024,5.07,12.96057,103.26194,"POLYGON ((103.26248021615919 12.960269761615178, 103.26230267674995 12.960272403432077, 103.26152479514175 12.96025554141872, 103.26152423650638 12.96026236499129, 103.26147184890294 12.960803498980084, 103.26147160137319 12.960804442699722, 103.26157610451705 12.960821058162132, 103.26165004500557 12.960848337347862, 103.26170422788029 12.960862417094662, 103.2619114474315 12.960855764694406, 103.26202031213967 12.960854195434912, 103.26212314954208 12.960877840857187, 103.26245671846488 12.960880066936424, 103.26248294370517 12.960269839392975, 103.26248021615919 12.960269761615178))"
AEA159,26/06/2024,17/01/2025,8.85,12.96126,103.26726,"POLYGON ((103.26732556253874 12.960994527427081, 103.26679831441179 12.960902625926556, 103.26675590920333 12.9609413741363, 103.26671040052939 12.961090305358582, 103.2666833087163 12.961284129406584, 103.26669685330003 12.961356540733076, 103.26683844262374 12.961362075048628, 103.26693539704905 12.961390271307936, 103.26733523689704 12.961457217797742, 103.26783475358903 12.961497275885636, 103.26785122001617 12.961147258970406, 103.26732556253874 12.960994527427081))"
AEA159,26/10/2024,04/10/2024,6.24,12.96126,103.26726,"POLYGON ((103.26732556253874 12.960994527427081, 103.26679831441179 12.960902625926556, 103.26675590920333 12.9609413741363, 103.26671040052939 12.961090305358582, 103.2666833087163 12.961284129406584, 103.26669685330003 12.961356540733076, 103.26683844262374 12.961362075048628, 103.26693539704905 12.961390271307936, 103.26733523689704 12.961457217797742, 103.26783475358903 12.961497275885636, 103.26785122001617 12.961147258970406, 103.26732556253874 12.960994527427081))"
AEA16,09/10/2024,15/01/2025,7.71,12.92799,103.2618,"POLYGON ((103.26204242726632 12.927265367169037, 103.26171121107984 12.927211503627703, 103.26140776431846 12.928564188768116, 103.26178501145039 12.928731241696283, 103.26182612970925 12.928708556445168, 103.2620639964375 12.928159122081933, 103.26232619067754 12.927584320009657, 103.26221846980481 12.927540254835769, 103.26230189724141 12.927322698769386, 103.26222983707004 12.927306912956464, 103.26204242726632 12.927265367169037))"
AEA16,10/05/2022,,2.76,12.92793,103.26181,"POLYGON ((103.26204242726632 12.927265367169037, 103.26171121107984 12.927211503627703, 103.26140776431846 12.928564188768116, 103.26178501145039 12.928731241696283, 103.26182612970925 12.928708556445168, 103.2620639964375 12.928159122081933, 103.26232619067754 12.927584320009657, 103.26221846980481 12.927540254835769, 103.26230189724141 12.927322698769386, 103.26222983707004 12.927306912956464, 103.26204242726632 12.927265367169037))"
AEA16,15/10/2022,,5.97,12.92793,103.26181,"POLYGON ((103.26204242726632 12.927265367169037, 103.26171121107984 12.927211503627703, 103.26140776431846 12.928564188768116, 103.26178501145039 12.928731241696283, 103.26182612970925 12.928708556445168, 103.2620639964375 12.928159122081933, 103.26232619067754 12.927584320009657, 103.26221846980481 12.927540254835769, 103.26230189724141 12.927322698769386, 103.26222983707004 12.927306912956464, 103.26204242726632 12.927265367169037))"
AEA16,17/05/2023,13/09/2023,4.87,12.92793,103.26181,"POLYGON ((103.26204242726632 12.927265367169037, 103.26171121107984 12.927211503627703, 103.26140776431846 12.928564188768116, 103.26178501145039 12.928731241696283, 103.26182612970925 12.928708556445168, 103.2620639964375 12.928159122081933, 103.26232619067754 12.927584320009657, 103.26221846980481 12.927540254835769, 103.26230189724141 12.927322698769386, 103.26222983707004 12.927306912956464, 103.26204242726632 12.927265367169037))"
AEA16,20/09/2023,15/12/2023,4.57,12.92793,103.26181,"POLYGON ((103.26204242726632 12.927265367169037, 103.26171121107984 12.927211503627703, 103.26140776431846 12.928564188768116, 103.26178501145039 12.928731241696283, 103.26182612970925 12.928708556445168, 103.2620639964375 12.928159122081933, 103.26232619067754 12.927584320009657, 103.26221846980481 12.927540254835769, 103.26230189724141 12.927322698769386, 103.26222983707004 12.927306912956464, 103.26204242726632 12.927265367169037))"
AEA16,25/06/2024,04/10/2024,7.63,12.92799,103.2618,"POLYGON ((103.26204242726632 12.927265367169037, 103.26171121107984 12.927211503627703, 103.26140776431846 12.928564188768116, 103.26178501145039 12.928731241696283, 103.26182612970925 12.928708556445168, 103.2620639964375 12.928159122081933, 103.26232619067754 12.927584320009657, 103.26221846980481 12.927540254835769, 103.26230189724141 12.927322698769386, 103.26222983707004 12.927306912956464, 103.26204242726632 12.927265367169037))"
AEA160,20/10/2024,26/09/2024,7,12.94528,103.26425,"POLYGON ((103.26474706838543 12.945411712727031, 103.2645017491983 12.944512444513565, 103.264035903219 12.944587189245187, 103.26385775561185 12.945718242197701, 103.26456884453853 12.945578257970833, 103.26482377822036 12.945528071467393, 103.26474706838543 12.945411712727031))"
AEA160,26/06/2024,30/01/2025,7.6,12.94528,103.26425,"POLYGON ((103.26474706838543 12.945411712727031, 103.2645017491983 12.944512444513565, 103.264035903219 12.944587189245187, 103.26385775561185 12.945718242197701, 103.26456884453853 12.945578257970833, 103.26482377822036 12.945528071467393, 103.26474706838543 12.945411712727031))"
AEA161,23/06/2024,06/10/2024,5.18,12.93209,103.24855,
AEA161,26/10/2024,15/01/2025,6.75,12.93209,103.24855,
AEA162,10/10/2024,17/10/2024,9,12.97354,103.26543,"POLYGON ((103.26479415245176 12.973758817459483, 103.26521384510957 12.973835085496734, 103.26571083754858 12.973904980504194, 103.26585071502332 12.973201598017644, 103.2656724294101 12.973183745922752, 103.26507249220413 12.97310512885403, 103.26479415245176 12.973758817459483))"
AEA162,26/06/2024,11/01/2025,8,12.97354,103.26543,"POLYGON ((103.26479415245176 12.973758817459483, 103.26521384510957 12.973835085496734, 103.26571083754858 12.973904980504194, 103.26585071502332 12.973201598017644, 103.2656724294101 12.973183745922752, 103.26507249220413 12.97310512885403, 103.26479415245176 12.973758817459483))"
AEA163,10/10/2024,28/09/2024,7.28,12.9389,103.25345,"POLYGON ((103.25359143267086 12.93850389192124, 103.25296759082006 12.938501174235226, 103.2529434276432 12.938666156857305, 103.25290468626238 12.93920325486579, 103.25387337680321 12.939473118647545, 103.25390419638936 12.939304959049098, 103.25391393167361 12.938802987562163, 103.25393145294662 12.938527596930602, 103.25359143267086 12.93850389192124))"
AEA163,15/06/2024,15/01/2025,7.49,12.9389,103.25345,"POLYGON ((103.25359143267086 12.93850389192124, 103.25296759082006 12.938501174235226, 103.2529434276432 12.938666156857305, 103.25290468626238 12.93920325486579, 103.25387337680321 12.939473118647545, 103.25390419638936 12.939304959049098, 103.25391393167361 12.938802987562163, 103.25393145294662 12.938527596930602, 103.25359143267086 12.93850389192124))"
AEA164,21/06/2024,14/12/2024,5.58,12.918751,103.287445,"POLYGON ((103.28711824943595 12.919000708697231, 103.28724785937246 12.919049454200046, 103.28737322314515 12.919114371259, 103.28744023804077 12.919154989632688, 103.28753445939923 12.919197356502725, 103.28758927043133 12.91905563283243, 103.28778438934641 12.918401134274996, 103.28730689208204 12.918241004804917, 103.28711824943595 12.919000708697231))"
AEA164,26/10/2024,30/09/2024,2.68,12.918751,103.287445,"POLYGON ((103.28711824943595 12.919000708697231, 103.28724785937246 12.919049454200046, 103.28737322314515 12.919114371259, 103.28744023804077 12.919154989632688, 103.28753445939923 12.919197356502725, 103.28758927043133 12.91905563283243, 103.28778438934641 12.918401134274996, 103.28730689208204 12.918241004804917, 103.28711824943595 12.919000708697231))"
AEA165,05/10/2024,25/01/2025,8.31,12.9163311,103.2903532,"POLYGON ((103.29060267014319 12.915810167320178, 103.29008576242929 12.915699655386778, 103.28995797504992 12.916127039890506, 103.28977152141245 12.91679795638028, 103.2906278794364 12.916946513700802, 103.29077485517503 12.916462724174147, 103.29093480423536 12.915887393188756, 103.29060267014319 12.915810167320178))"
AEA166,05/10/2024,27/12/2024,6.83,12.91484,103.28341,"POLYGON ((103.28326957551982 12.914323955922502, 103.28307067580937 12.915174058232179, 103.28352436961806 12.915285498572347, 103.28359483994342 12.914962617288374, 103.28372118700798 12.914454514872121, 103.28326957551982 12.914323955922502))"
AEA167,26/10/2024,25/01/2025,4.84,12.9160111,103.2846887,"POLYGON ((103.28450820884397 12.91523693513118, 103.28446302001929 12.915427966449998, 103.28443018411113 12.915595162866085, 103.2843247865452 12.916034525185319, 103.28423188850682 12.916428529099182, 103.28416930687169 12.916667278062864, 103.28469811226455 12.91677645975405, 103.28481501732152 12.916794446917578, 103.284970867002 12.916250185148252, 103.285255395183 12.915427428786993, 103.2851424827828 12.915396075131502, 103.28450820884397 12.91523693513118))"
AEA168,10/10/2024,15/01/2025,6.4,12.91396,103.28755,"POLYGON ((103.28751076518007 12.913902168168233, 103.28722294317069 12.915096038416062, 103.28763319276923 12.915213838550589, 103.28803782667583 12.914123736594831, 103.28828419726024 12.913478680527163, 103.28776616803152 12.913255011770124, 103.28767802804985 12.913218110756501, 103.28751076518007 12.913902168168233))"
AEA169,10/10/2024,15/01/2025,6.06,12.91511,103.28983,"POLYGON ((103.28925102249187 12.91593467007979, 103.28995797504992 12.916127039890506, 103.29008576242929 12.915699655386778, 103.2904446471668 12.914384684513328, 103.29007318682328 12.914238720769848, 103.28997342599074 12.914209368553529, 103.28978146986844 12.914178858645217, 103.2896093365163 12.914136787521015, 103.28952362263449 12.914407912893232, 103.28958978526842 12.914430348829772, 103.28962983278413 12.914421044579305, 103.28967753206634 12.914433793196002, 103.28960351455005 12.914691506494112, 103.28941921924589 12.915333163682583, 103.28927862135555 12.91582005372389, 103.28925102249187 12.91593467007979))"
AEA17,09/10/2024,15/01/2025,6.77,12.92765,103.26073,"POLYGON ((103.26065528241257 12.927030363005755, 103.26057745069839 12.927003058755776, 103.2601223790862 12.927998865426865, 103.26095853689607 12.928369870149504, 103.26120660530894 12.92712778583521, 103.26065528241257 12.927030363005755))"
AEA17,10/05/2022,,3.18,12.92758,103.26068,"POLYGON ((103.26065528241257 12.927030363005755, 103.26057745069839 12.927003058755776, 103.2601223790862 12.927998865426865, 103.26095853689607 12.928369870149504, 103.26120660530894 12.92712778583521, 103.26065528241257 12.927030363005755))"
AEA17,15/10/2022,,4.43,12.92758,103.26068,"POLYGON ((103.26065528241257 12.927030363005755, 103.26057745069839 12.927003058755776, 103.2601223790862 12.927998865426865, 103.26095853689607 12.928369870149504, 103.26120660530894 12.92712778583521, 103.26065528241257 12.927030363005755))"
AEA17,17/05/2023,13/09/2023,4.77,12.92758,103.26068,"POLYGON ((103.26065528241257 12.927030363005755, 103.26057745069839 12.927003058755776, 103.2601223790862 12.927998865426865, 103.26095853689607 12.928369870149504, 103.26120660530894 12.92712778583521, 103.26065528241257 12.927030363005755))"
AEA17,20/09/2023,15/12/2023,4.78,12.92758,103.26068,"POLYGON ((103.26065528241257 12.927030363005755, 103.26057745069839 12.927003058755776, 103.2601223790862 12.927998865426865, 103.26095853689607 12.928369870149504, 103.26120660530894 12.92712778583521, 103.26065528241257 12.927030363005755))"
AEA17,25/06/2024,04/10/2024,7.65,12.92765,103.26073,"POLYGON ((103.26065528241257 12.927030363005755, 103.26057745069839 12.927003058755776, 103.2601223790862 12.927998865426865, 103.26095853689607 12.928369870149504, 103.26120660530894 12.92712778583521, 103.26065528241257 12.927030363005755))"
AEA170,07/10/2024,09/01/2025,6.05,12.91881,103.28965,"POLYGON ((103.28933200389874 12.91833672773021, 103.2891182677363 12.919112121209666, 103.28992607643055 12.91933773805733, 103.29013363709691 12.91861336551308, 103.29016052070678 12.918520001911672, 103.28933200389874 12.91833672773021))"
AEA171,21/10/2024,17/01/2025,8.06,12.9170369,103.2865538,"POLYGON ((103.28688578372848 12.91784838641801, 103.28696924914047 12.917585857480288, 103.28704793618071 12.91730894753479, 103.28712160038272 12.917053529033907, 103.28722044688578 12.91673579193175, 103.28635421614771 12.916467949801577, 103.28617898277403 12.916994866016758, 103.28613742472301 12.91708260431746, 103.2860013806484 12.917582991477522, 103.28688578372848 12.91784838641801))"
